session_id,faculty_id,batch_id,session_alloc,session_role,session_date,session_taken,session_left,session_status
46599,4574,4025,0.25,Educator,2025-12-12,0.25,0.0,Completed
46600,1332,4072,1.0,Co-Educator,2025-12-12,1.0,0.0,Completed
46601,3206,4086,0.5,Co-Educator,2025-12-12,0.22,0.28,Partial
46602,1745,4350,1.0,Co-Educator,2025-12-12,0.33,0.67,Partial
46603,2184,4476,0.75,Co-Educator,2025-12-12,0.46,0.29,Partial
46604,1262,4139,0.75,Co-Educator,2025-12-12,0.75,0.0,Completed
46605,4804,4460,0.25,Educator,2025-12-12,0.25,0.0,Completed
46606,3304,4250,0.75,Co-Educator,2025-12-12,0.75,0.0,Completed
46607,2570,4276,0.75,Educator,2025-12-12,0.41,0.34,Partial
46608,1247,4259,0.75,Educator,2025-12-12,0.0,0.75,Cancelled
46609,5093,4229,1.0,Educator,2025-12-12,0.67,0.33,Partial
46610,2495,4472,0.5,Co-Educator,2025-12-12,0.0,0.5,Cancelled
46611,2178,4378,0.75,Educator,2025-12-12,0.0,0.75,Pending
46612,4163,4484,0.25,Educator,2025-12-12,0.0,0.25,Cancelled
46613,1222,4395,0.75,Educator,2025-12-15,0.41,0.34,Partial
46614,3130,4095,1.0,Co-Educator,2025-12-15,0.0,1.0,Cancelled
46615,1958,4311,1.0,Co-Educator,2025-12-15,0.58,0.42,Partial
46616,4557,4137,0.25,Educator,2025-12-15,0.25,0.0,Completed
46617,5687,4364,0.5,Co-Educator,2025-12-15,0.5,0.0,Completed
46618,4045,4249,0.25,Educator,2025-12-15,0.25,0.0,Completed
46619,2983,4215,0.25,Educator,2025-12-15,0.25,0.0,Completed
46620,5868,4153,0.25,Educator,2025-12-15,0.08,0.17,Partial
46621,2297,4277,0.5,Co-Educator,2025-12-15,0.0,0.5,Pending
46622,2442,4184,1.0,Educator,2025-12-15,0.0,1.0,Cancelled
46623,1051,4002,1.0,Educator,2025-12-15,0.69,0.31,Partial
46624,5770,4208,1.0,Co-Educator,2025-12-15,1.0,0.0,Completed
46625,4222,4440,0.5,Educator,2025-12-15,0.0,0.5,Cancelled
46626,5394,4378,0.25,Co-Educator,2025-12-15,0.17,0.08,Partial
46627,4153,4327,0.25,Co-Educator,2025-12-15,0.1,0.15,Partial
46628,2580,4417,1.0,Educator,2025-12-15,0.4,0.6,Partial
46629,3987,4265,1.0,Invigilator,2025-12-15,0.57,0.43,Partial
46630,4610,4405,0.75,Co-Educator,2025-12-15,0.24,0.51,Partial
46631,5190,4172,0.75,Educator,2025-12-15,0.75,0.0,Completed
46632,1974,4457,0.75,Co-Educator,2025-12-15,0.0,0.75,Cancelled
46633,4887,4427,0.75,Co-Educator,2025-12-15,0.0,0.75,Pending
46634,5198,4031,0.75,Co-Educator,2025-12-15,0.75,0.0,Completed
46635,1536,4201,0.5,Educator,2025-12-15,0.5,0.0,Completed
46636,3307,4286,0.75,Co-Educator,2025-12-15,0.44,0.31,Partial
46637,4359,4431,0.5,Educator,2025-12-15,0.0,0.5,Pending
46638,2379,4159,0.25,Educator,2025-12-15,0.0,0.25,Cancelled
46639,2168,4216,0.5,Educator,2025-12-15,0.27,0.23,Partial
46640,2170,4355,0.75,Co-Educator,2025-12-15,0.75,0.0,Completed
46641,5644,4223,0.75,Educator,2025-12-15,0.42,0.33,Partial
46642,4327,4272,1.0,Co-Educator,2025-12-15,0.0,1.0,Cancelled
46643,5034,4317,0.25,Co-Educator,2025-12-15,0.08,0.17,Partial
46644,4148,4173,0.25,Co-Educator,2025-12-15,0.25,0.0,Completed
46645,3749,4105,0.75,Educator,2025-12-15,0.53,0.22,Partial
46646,3493,4411,0.5,Educator,2025-12-15,0.5,0.0,Completed
46647,4977,4058,0.75,Co-Educator,2025-12-15,0.39,0.36,Partial
46648,1383,4353,1.0,Educator,2025-12-15,0.42,0.58,Partial
46649,3529,4198,0.25,Educator,2025-12-15,0.15,0.1,Partial
46650,4183,4260,0.5,Educator,2025-12-15,0.5,0.0,Completed
46651,3206,4279,0.25,Co-Educator,2025-12-15,0.18,0.07,Partial
46652,5626,4107,0.75,Educator,2025-12-15,0.52,0.23,Partial
46653,1511,4005,0.75,Co-Educator,2025-12-15,0.25,0.5,Partial
46654,2069,4012,0.75,Educator,2025-12-15,0.0,0.75,Pending
46655,3464,4462,0.5,Educator,2025-12-15,0.5,0.0,Completed
46656,2913,4231,0.25,Co-Educator,2025-12-15,0.25,0.0,Completed
46657,1906,4003,0.5,Co-Educator,2025-12-15,0.32,0.18,Partial
46658,5478,4034,0.25,Co-Educator,2025-12-15,0.0,0.25,Pending
46659,5213,4021,0.25,Educator,2025-12-15,0.08,0.17,Partial
46660,5791,4240,1.0,Co-Educator,2025-12-15,0.3,0.7,Partial
46661,5968,4057,0.5,Co-Educator,2025-12-15,0.36,0.14,Partial
46662,4065,4180,0.75,Educator,2025-12-15,0.48,0.27,Partial
46663,3234,4372,1.0,Educator,2025-12-15,1.0,0.0,Completed
46664,2905,4178,0.5,Educator,2025-12-15,0.5,0.0,Completed
46665,2163,4252,0.75,Co-Educator,2025-12-15,0.49,0.26,Partial
46666,1611,4213,1.0,Educator,2025-12-15,1.0,0.0,Completed
46667,3575,4337,0.25,Educator,2025-12-15,0.25,0.0,Completed
46668,5804,4166,0.25,Educator,2025-12-15,0.0,0.25,Cancelled
46669,4082,4015,0.75,Educator,2025-12-15,0.75,0.0,Completed
46670,1212,4385,0.25,Educator,2025-12-15,0.09,0.16,Partial
46671,1017,4096,0.25,Co-Educator,2025-12-15,0.25,0.0,Completed
46672,5766,4458,0.5,Co-Educator,2025-12-15,0.5,0.0,Completed
46673,2330,4084,0.5,Co-Educator,2025-12-16,0.5,0.0,Completed
46674,1230,4117,0.25,Educator,2025-12-16,0.0,0.25,Pending
46675,4552,4380,0.75,Invigilator,2025-12-16,0.75,0.0,Completed
46676,3079,4439,0.25,Co-Educator,2025-12-16,0.25,0.0,Completed
46677,4971,4123,0.25,Co-Educator,2025-12-16,0.17,0.08,Partial
46678,5844,4041,1.0,Co-Educator,2025-12-16,0.0,1.0,Pending
46679,1044,4495,0.25,Co-Educator,2025-12-16,0.19,0.06,Partial
46680,1648,4316,0.75,Educator,2025-12-16,0.0,0.75,Cancelled
46681,2407,4462,0.5,Educator,2025-12-16,0.5,0.0,Completed
46682,1361,4158,0.25,Educator,2025-12-16,0.25,0.0,Completed
46683,1479,4378,0.75,Co-Educator,2025-12-16,0.75,0.0,Completed
46684,5174,4353,0.75,Educator,2025-12-16,0.24,0.51,Partial
46685,2661,4036,0.5,Educator,2025-12-16,0.5,0.0,Completed
46686,3356,4344,0.75,Co-Educator,2025-12-16,0.75,0.0,Completed
46687,1681,4061,1.0,Co-Educator,2025-12-16,1.0,0.0,Completed
46688,2266,4191,0.25,Educator,2025-12-16,0.25,0.0,Completed
46689,3563,4398,0.5,Co-Educator,2025-12-16,0.5,0.0,Completed
46690,2535,4019,0.5,Educator,2025-12-16,0.24,0.26,Partial
46691,3337,4419,1.0,Invigilator,2025-12-16,0.0,1.0,Pending
46692,2815,4428,0.25,Educator,2025-12-16,0.0,0.25,Pending
46693,1778,4098,1.0,Co-Educator,2025-12-16,0.58,0.42,Partial
46694,4674,4182,0.25,Educator,2025-12-16,0.25,0.0,Completed
46695,5509,4143,0.75,Co-Educator,2025-12-16,0.46,0.29,Partial
46696,1220,4452,1.0,Co-Educator,2025-12-16,0.0,1.0,Cancelled
46697,2908,4113,1.0,Co-Educator,2025-12-16,0.36,0.64,Partial
46698,2959,4033,0.25,Co-Educator,2025-12-16,0.1,0.15,Partial
46699,3354,4305,0.25,Co-Educator,2025-12-16,0.0,0.25,Pending
46700,1566,4416,0.75,Co-Educator,2025-12-16,0.42,0.33,Partial
46701,5153,4190,1.0,Educator,2025-12-16,1.0,0.0,Completed
46702,2553,4475,1.0,Educator,2025-12-16,0.0,1.0,Pending
46703,2442,4097,0.5,Educator,2025-12-16,0.0,0.5,Pending
46704,5364,4379,0.5,Educator,2025-12-16,0.5,0.0,Completed
46705,3925,4467,0.75,Educator,2025-12-16,0.75,0.0,Completed
46706,3351,4105,1.0,Invigilator,2025-12-16,0.44,0.56,Partial
46707,4690,4266,1.0,Educator,2025-12-16,1.0,0.0,Completed
46708,1026,4329,1.0,Co-Educator,2025-12-16,1.0,0.0,Completed
46709,3872,4322,0.5,Educator,2025-12-16,0.5,0.0,Completed
46710,2605,4436,0.75,Co-Educator,2025-12-16,0.0,0.75,Pending
46711,5878,4406,0.75,Co-Educator,2025-12-16,0.0,0.75,Pending
46712,2321,4304,0.75,Co-Educator,2025-12-16,0.45,0.3,Partial
46713,3249,4211,1.0,Educator,2025-12-16,0.0,1.0,Cancelled
46714,3172,4024,0.75,Educator,2025-12-16,0.45,0.3,Partial
46715,2681,4207,0.25,Co-Educator,2025-12-16,0.0,0.25,Cancelled
46716,2203,4032,1.0,Educator,2025-12-16,1.0,0.0,Completed
46717,2044,4478,0.25,Educator,2025-12-16,0.25,0.0,Completed
46718,2404,4254,0.5,Co-Educator,2025-12-17,0.5,0.0,Completed
46719,5428,4047,0.5,Co-Educator,2025-12-17,0.5,0.0,Completed
46720,4978,4307,0.5,Educator,2025-12-17,0.5,0.0,Completed
46721,2306,4314,1.0,Co-Educator,2025-12-17,0.0,1.0,Pending
46722,5644,4227,0.5,Educator,2025-12-17,0.5,0.0,Completed
46723,2547,4155,0.75,Co-Educator,2025-12-17,0.44,0.31,Partial
46724,5437,4441,1.0,Co-Educator,2025-12-17,1.0,0.0,Completed
46725,3232,4364,0.75,Co-Educator,2025-12-17,0.0,0.75,Pending
46726,2687,4358,0.5,Educator,2025-12-17,0.0,0.5,Pending
46727,1621,4120,1.0,Invigilator,2025-12-17,0.0,1.0,Cancelled
46728,2041,4322,0.25,Educator,2025-12-17,0.2,0.05,Partial
46729,4466,4279,0.25,Educator,2025-12-17,0.25,0.0,Completed
46730,2482,4241,0.75,Co-Educator,2025-12-17,0.0,0.75,Pending
46731,2026,4282,0.25,Co-Educator,2025-12-17,0.25,0.0,Completed
46732,1035,4415,0.75,Co-Educator,2025-12-17,0.0,0.75,Cancelled
46733,4142,4057,0.25,Educator,2025-12-17,0.0,0.25,Cancelled
46734,3654,4275,0.25,Co-Educator,2025-12-17,0.0,0.25,Pending
46735,5835,4104,0.75,Co-Educator,2025-12-17,0.44,0.31,Partial
46736,3195,4166,1.0,Co-Educator,2025-12-17,0.76,0.24,Partial
46737,3268,4368,1.0,Educator,2025-12-17,1.0,0.0,Completed
46738,1640,4323,1.0,Educator,2025-12-17,0.4,0.6,Partial
46739,5043,4464,1.0,Educator,2025-12-17,1.0,0.0,Completed
46740,3814,4360,0.25,Educator,2025-12-17,0.15,0.1,Partial
46741,2207,4384,1.0,Educator,2025-12-17,0.75,0.25,Partial
46742,4915,4349,0.75,Educator,2025-12-17,0.75,0.0,Completed
46743,3250,4116,0.5,Educator,2025-12-17,0.21,0.29,Partial
46744,5641,4270,0.25,Co-Educator,2025-12-17,0.25,0.0,Completed
46745,1322,4287,0.75,Co-Educator,2025-12-17,0.75,0.0,Completed
46746,1383,4022,0.25,Educator,2025-12-17,0.17,0.08,Partial
46747,3337,4383,1.0,Invigilator,2025-12-17,1.0,0.0,Completed
46748,3256,4350,0.25,Educator,2025-12-17,0.17,0.08,Partial
46749,4160,4299,0.75,Co-Educator,2025-12-17,0.0,0.75,Cancelled
46750,5101,4215,1.0,Educator,2025-12-17,0.36,0.64,Partial
46751,3618,4433,1.0,Co-Educator,2025-12-17,0.0,1.0,Pending
46752,2654,4247,0.5,Co-Educator,2025-12-17,0.5,0.0,Completed
46753,1695,4044,0.75,Educator,2025-12-17,0.75,0.0,Completed
46754,5172,4013,0.25,Co-Educator,2025-12-17,0.0,0.25,Pending
46755,2140,4194,0.75,Educator,2025-12-17,0.32,0.43,Partial
46756,5307,4380,0.5,Co-Educator,2025-12-17,0.0,0.5,Cancelled
46757,2580,4465,0.25,Educator,2025-12-17,0.0,0.25,Cancelled
46758,3697,4069,0.75,Educator,2025-12-17,0.75,0.0,Completed
46759,3600,4190,0.5,Educator,2025-12-17,0.5,0.0,Completed
46760,2866,4335,0.75,Co-Educator,2025-12-17,0.39,0.36,Partial
46761,2552,4453,0.5,Educator,2025-12-17,0.33,0.17,Partial
46762,4532,4264,0.25,Co-Educator,2025-12-17,0.14,0.11,Partial
46763,5402,4237,0.25,Co-Educator,2025-12-17,0.0,0.25,Pending
46764,3404,4403,1.0,Co-Educator,2025-12-17,0.69,0.31,Partial
46765,1050,4481,0.25,Co-Educator,2025-12-17,0.0,0.25,Cancelled
46766,3554,4156,0.75,Co-Educator,2025-12-17,0.75,0.0,Completed
46767,5132,4328,1.0,Educator,2025-12-17,0.68,0.32,Partial
46768,2169,4176,0.5,Educator,2025-12-17,0.0,0.5,Cancelled
46769,5876,4113,0.25,Co-Educator,2025-12-17,0.17,0.08,Partial
46770,3148,4002,1.0,Educator,2025-12-17,0.0,1.0,Cancelled
46771,5853,4482,1.0,Educator,2025-12-17,0.64,0.36,Partial
46772,1567,4436,1.0,Co-Educator,2025-12-17,0.35,0.65,Partial
46773,5058,4181,0.75,Educator,2025-12-17,0.0,0.75,Cancelled
46774,5665,4238,0.25,Educator,2025-12-17,0.08,0.17,Partial
46775,4836,4115,0.5,Educator,2025-12-17,0.5,0.0,Completed
46776,3084,4500,0.25,Co-Educator,2025-12-17,0.1,0.15,Partial
46777,3677,4352,0.5,Educator,2025-12-17,0.0,0.5,Pending
46778,4034,4342,0.75,Educator,2025-12-19,0.4,0.35,Partial
46779,1042,4385,0.25,Co-Educator,2025-12-19,0.25,0.0,Completed
46780,3981,4283,0.25,Co-Educator,2025-12-19,0.0,0.25,Cancelled
46781,4686,4054,1.0,Co-Educator,2025-12-19,0.76,0.24,Partial
46782,1635,4303,0.25,Educator,2025-12-19,0.08,0.17,Partial
46783,5819,4340,0.5,Co-Educator,2025-12-19,0.5,0.0,Completed
46784,1298,4055,0.25,Educator,2025-12-19,0.25,0.0,Completed
46785,4934,4404,0.25,Educator,2025-12-19,0.25,0.0,Completed
46786,4675,4071,0.25,Invigilator,2025-12-19,0.0,0.25,Cancelled
46787,1037,4154,0.75,Co-Educator,2025-12-19,0.0,0.75,Cancelled
46788,5515,4125,0.5,Educator,2025-12-19,0.0,0.5,Pending
46789,5862,4378,1.0,Educator,2025-12-19,1.0,0.0,Completed
46790,3905,4354,0.5,Educator,2025-12-19,0.5,0.0,Completed
46791,3881,4281,0.5,Co-Educator,2025-12-19,0.5,0.0,Completed
46792,2518,4044,0.5,Educator,2025-12-19,0.0,0.5,Cancelled
46793,4028,4417,0.75,Co-Educator,2025-12-19,0.75,0.0,Completed
46794,2694,4245,0.25,Educator,2025-12-19,0.0,0.25,Cancelled
46795,2650,4225,0.5,Co-Educator,2025-12-19,0.5,0.0,Completed
46796,1146,4431,0.25,Co-Educator,2025-12-19,0.25,0.0,Completed
46797,4881,4433,1.0,Co-Educator,2025-12-19,0.0,1.0,Cancelled
46798,5118,4333,0.25,Co-Educator,2025-12-19,0.0,0.25,Pending
46799,2909,4233,1.0,Co-Educator,2025-12-19,1.0,0.0,Completed
46800,5994,4271,1.0,Educator,2025-12-19,0.36,0.64,Partial
46801,1719,4207,0.75,Co-Educator,2025-12-19,0.0,0.75,Pending
46802,1769,4147,0.5,Educator,2025-12-19,0.5,0.0,Completed
46803,4482,4077,0.5,Educator,2025-12-19,0.29,0.21,Partial
46804,1756,4313,0.25,Co-Educator,2025-12-19,0.0,0.25,Pending
46805,4073,4382,0.75,Co-Educator,2025-12-19,0.5,0.25,Partial
46806,2090,4169,0.75,Co-Educator,2025-12-19,0.46,0.29,Partial
46807,2393,4135,0.25,Educator,2025-12-19,0.17,0.08,Partial
46808,5530,4087,0.5,Educator,2025-12-19,0.23,0.27,Partial
46809,3707,4076,0.75,Co-Educator,2025-12-19,0.75,0.0,Completed
46810,1821,4003,0.75,Educator,2025-12-19,0.0,0.75,Cancelled
46811,5726,4138,0.5,Co-Educator,2025-12-19,0.0,0.5,Cancelled
46812,2867,4305,0.25,Co-Educator,2025-12-19,0.25,0.0,Completed
46813,4835,4058,1.0,Co-Educator,2025-12-19,1.0,0.0,Completed
46814,2254,4029,1.0,Co-Educator,2025-12-19,0.51,0.49,Partial
46815,2664,4318,1.0,Co-Educator,2025-12-19,1.0,0.0,Completed
46816,4549,4198,1.0,Co-Educator,2025-12-19,1.0,0.0,Completed
46817,4023,4289,0.75,Co-Educator,2025-12-19,0.75,0.0,Completed
46818,2164,4089,1.0,Co-Educator,2025-12-19,1.0,0.0,Completed
46819,3492,4038,0.25,Co-Educator,2025-12-19,0.25,0.0,Completed
46820,5115,4026,0.75,Educator,2025-12-19,0.29,0.46,Partial
46821,4474,4359,1.0,Co-Educator,2025-12-19,0.48,0.52,Partial
46822,3242,4006,0.25,Co-Educator,2025-12-19,0.18,0.07,Partial
46823,1612,4021,0.25,Co-Educator,2025-12-19,0.25,0.0,Completed
46824,2000,4205,0.75,Co-Educator,2025-12-19,0.75,0.0,Completed
46825,2296,4259,0.5,Educator,2025-12-19,0.5,0.0,Completed
46826,5823,4411,0.25,Co-Educator,2025-12-19,0.0,0.25,Cancelled
46827,1547,4365,0.75,Co-Educator,2025-12-19,0.31,0.44,Partial
46828,2335,4122,0.5,Co-Educator,2025-12-19,0.25,0.25,Partial
46829,4091,4242,1.0,Educator,2025-12-19,1.0,0.0,Completed
46830,1117,4111,1.0,Co-Educator,2025-12-19,0.0,1.0,Pending
46831,2182,4012,0.25,Educator,2025-12-19,0.25,0.0,Completed
46832,4049,4251,0.25,Co-Educator,2025-12-19,0.12,0.13,Partial
46833,3515,4199,0.75,Educator,2025-12-19,0.24,0.51,Partial
46834,5758,4357,0.75,Educator,2025-12-19,0.23,0.52,Partial
46835,4514,4070,1.0,Co-Educator,2025-12-19,0.53,0.47,Partial
46836,3440,4196,0.5,Co-Educator,2025-12-19,0.0,0.5,Pending
46837,1793,4240,0.25,Co-Educator,2025-12-19,0.25,0.0,Completed
46838,3374,4185,0.75,Educator,2025-12-19,0.58,0.17,Partial
46839,3391,4469,0.25,Educator,2025-12-19,0.25,0.0,Completed
46840,3909,4028,0.75,Educator,2025-12-19,0.75,0.0,Completed
46841,3100,4399,1.0,Co-Educator,2025-12-19,0.0,1.0,Cancelled
46842,5420,4482,0.25,Educator,2025-12-19,0.25,0.0,Completed
46843,4583,4243,1.0,Educator,2025-12-19,0.0,1.0,Pending
46844,3166,4399,0.25,Co-Educator,2025-12-22,0.17,0.08,Partial
46845,1966,4097,0.5,Educator,2025-12-22,0.0,0.5,Pending
46846,3417,4075,0.5,Educator,2025-12-22,0.16,0.34,Partial
46847,5426,4138,0.5,Educator,2025-12-22,0.25,0.25,Partial
46848,1150,4380,0.5,Co-Educator,2025-12-22,0.31,0.19,Partial
46849,3385,4329,1.0,Co-Educator,2025-12-22,1.0,0.0,Completed
46850,1300,4163,0.75,Educator,2025-12-22,0.75,0.0,Completed
46851,1092,4205,1.0,Educator,2025-12-22,0.0,1.0,Pending
46852,4914,4216,0.5,Educator,2025-12-22,0.19,0.31,Partial
46853,4876,4206,0.75,Educator,2025-12-22,0.75,0.0,Completed
46854,1576,4073,0.25,Educator,2025-12-22,0.25,0.0,Completed
46855,2586,4148,0.75,Co-Educator,2025-12-22,0.75,0.0,Completed
46856,3016,4140,1.0,Educator,2025-12-22,0.0,1.0,Pending
46857,2859,4477,1.0,Co-Educator,2025-12-22,1.0,0.0,Completed
46858,3164,4311,0.75,Co-Educator,2025-12-22,0.0,0.75,Pending
46859,1384,4436,1.0,Co-Educator,2025-12-22,0.0,1.0,Cancelled
46860,3818,4031,0.5,Co-Educator,2025-12-22,0.0,0.5,Pending
46861,2835,4443,0.25,Educator,2025-12-22,0.25,0.0,Completed
46862,3936,4394,0.5,Educator,2025-12-22,0.0,0.5,Pending
46863,1388,4098,1.0,Educator,2025-12-22,0.56,0.44,Partial
46864,1891,4265,0.25,Co-Educator,2025-12-22,0.0,0.25,Pending
46865,3704,4146,0.75,Educator,2025-12-22,0.39,0.36,Partial
46866,4298,4103,0.75,Co-Educator,2025-12-22,0.75,0.0,Completed
46867,4903,4492,0.25,Educator,2025-12-22,0.25,0.0,Completed
46868,2429,4246,0.25,Co-Educator,2025-12-22,0.25,0.0,Completed
46869,3675,4484,0.75,Co-Educator,2025-12-22,0.75,0.0,Completed
46870,2927,4363,1.0,Co-Educator,2025-12-22,0.0,1.0,Cancelled
46871,1920,4299,0.75,Educator,2025-12-22,0.75,0.0,Completed
46872,1684,4123,0.5,Educator,2025-12-22,0.5,0.0,Completed
46873,2993,4343,0.25,Educator,2025-12-22,0.16,0.09,Partial
46874,5588,4141,1.0,Educator,2025-12-22,1.0,0.0,Completed
46875,1672,4440,1.0,Educator,2025-12-22,0.33,0.67,Partial
46876,2842,4335,0.25,Educator,2025-12-22,0.0,0.25,Cancelled
46877,1762,4317,0.5,Co-Educator,2025-12-22,0.36,0.14,Partial
46878,5281,4087,0.25,Co-Educator,2025-12-22,0.14,0.11,Partial
46879,3640,4057,1.0,Co-Educator,2025-12-22,1.0,0.0,Completed
46880,1098,4066,0.75,Educator,2025-12-22,0.45,0.3,Partial
46881,1600,4456,0.75,Co-Educator,2025-12-22,0.75,0.0,Completed
46882,4765,4292,0.75,Co-Educator,2025-12-22,0.39,0.36,Partial
46883,5712,4093,0.5,Educator,2025-12-22,0.5,0.0,Completed
46884,3467,4326,0.75,Educator,2025-12-22,0.0,0.75,Cancelled
46885,2893,4376,0.25,Co-Educator,2025-12-22,0.12,0.13,Partial
46886,1837,4290,0.25,Co-Educator,2025-12-22,0.1,0.15,Partial
46887,1602,4347,0.5,Educator,2025-12-22,0.5,0.0,Completed
46888,5013,4092,1.0,Co-Educator,2025-12-22,0.0,1.0,Cancelled
46889,2365,4309,0.75,Co-Educator,2025-12-22,0.75,0.0,Completed
46890,4130,4256,1.0,Co-Educator,2025-12-22,1.0,0.0,Completed
46891,5350,4218,0.75,Co-Educator,2025-12-22,0.23,0.52,Partial
46892,3389,4065,0.75,Educator,2025-12-22,0.75,0.0,Completed
46893,4407,4230,0.25,Educator,2025-12-22,0.0,0.25,Cancelled
46894,2361,4255,0.25,Educator,2025-12-22,0.25,0.0,Completed
46895,1502,4005,1.0,Co-Educator,2025-12-22,0.67,0.33,Partial
46896,4245,4101,0.5,Educator,2025-12-22,0.0,0.5,Cancelled
46897,2999,4254,0.5,Co-Educator,2025-12-22,0.0,0.5,Pending
46898,1768,4500,0.25,Educator,2025-12-24,0.0,0.25,Pending
46899,1735,4149,0.75,Co-Educator,2025-12-24,0.75,0.0,Completed
46900,4821,4418,0.75,Educator,2025-12-24,0.0,0.75,Cancelled
46901,2287,4194,0.75,Co-Educator,2025-12-24,0.5,0.25,Partial
46902,3605,4299,0.25,Educator,2025-12-24,0.1,0.15,Partial
46903,4242,4468,1.0,Educator,2025-12-24,1.0,0.0,Completed
46904,3672,4249,1.0,Educator,2025-12-24,0.36,0.64,Partial
46905,1993,4263,1.0,Co-Educator,2025-12-24,0.0,1.0,Cancelled
46906,3873,4465,0.5,Co-Educator,2025-12-24,0.24,0.26,Partial
46907,4532,4137,0.5,Co-Educator,2025-12-24,0.5,0.0,Completed
46908,1673,4151,0.5,Co-Educator,2025-12-24,0.5,0.0,Completed
46909,2589,4007,0.75,Educator,2025-12-24,0.32,0.43,Partial
46910,2361,4062,0.25,Educator,2025-12-24,0.08,0.17,Partial
46911,1587,4158,1.0,Educator,2025-12-24,0.0,1.0,Pending
46912,1210,4440,0.75,Educator,2025-12-24,0.0,0.75,Cancelled
46913,3528,4328,0.25,Co-Educator,2025-12-24,0.15,0.1,Partial
46914,3949,4170,0.5,Co-Educator,2025-12-24,0.31,0.19,Partial
46915,2187,4188,0.25,Co-Educator,2025-12-24,0.17,0.08,Partial
46916,4831,4329,0.5,Co-Educator,2025-12-24,0.4,0.1,Partial
46917,3266,4454,1.0,Educator,2025-12-24,1.0,0.0,Completed
46918,4700,4306,0.25,Co-Educator,2025-12-24,0.09,0.16,Partial
46919,2280,4035,1.0,Co-Educator,2025-12-24,0.79,0.21,Partial
46920,2366,4031,0.75,Educator,2025-12-24,0.75,0.0,Completed
46921,3149,4114,0.75,Co-Educator,2025-12-24,0.75,0.0,Completed
46922,3661,4474,0.25,Educator,2025-12-24,0.13,0.12,Partial
46923,5095,4021,0.25,Co-Educator,2025-12-24,0.25,0.0,Completed
46924,3473,4153,0.75,Co-Educator,2025-12-24,0.75,0.0,Completed
46925,5204,4082,0.75,Educator,2025-12-24,0.0,0.75,Pending
46926,3331,4008,0.25,Co-Educator,2025-12-24,0.0,0.25,Pending
46927,1635,4104,0.75,Educator,2025-12-24,0.75,0.0,Completed
46928,2275,4168,0.75,Educator,2025-12-24,0.75,0.0,Completed
46929,2558,4317,0.25,Educator,2025-12-24,0.0,0.25,Cancelled
46930,5921,4361,0.75,Co-Educator,2025-12-24,0.0,0.75,Cancelled
46931,2618,4451,0.25,Co-Educator,2025-12-24,0.13,0.12,Partial
46932,3237,4013,0.75,Educator,2025-12-24,0.0,0.75,Pending
46933,4968,4123,0.75,Co-Educator,2025-12-24,0.0,0.75,Pending
46934,3092,4357,0.5,Co-Educator,2025-12-24,0.28,0.22,Partial
46935,5488,4064,0.75,Co-Educator,2025-12-24,0.0,0.75,Pending
46936,5252,4166,0.75,Educator,2025-12-24,0.75,0.0,Completed
46937,4123,4204,1.0,Co-Educator,2025-12-24,0.35,0.65,Partial
46938,5188,4437,0.75,Co-Educator,2025-12-24,0.41,0.34,Partial
46939,4428,4042,0.5,Co-Educator,2025-12-24,0.0,0.5,Cancelled
46940,4416,4287,0.75,Educator,2025-12-24,0.0,0.75,Pending
46941,3667,4208,0.75,Educator,2025-12-24,0.0,0.75,Pending
46942,2218,4303,0.75,Educator,2025-12-24,0.75,0.0,Completed
46943,4078,4395,0.75,Co-Educator,2025-12-24,0.75,0.0,Completed
46944,1761,4160,0.5,Educator,2025-12-24,0.5,0.0,Completed
46945,2887,4432,0.25,Educator,2025-12-24,0.25,0.0,Completed
46946,1212,4473,0.75,Educator,2025-12-24,0.75,0.0,Completed
46947,4886,4430,1.0,Co-Educator,2025-12-24,0.66,0.34,Partial
46948,4721,4267,1.0,Co-Educator,2025-12-24,1.0,0.0,Completed
46949,2446,4257,0.5,Co-Educator,2025-12-24,0.22,0.28,Partial
46950,4523,4030,1.0,Co-Educator,2025-12-24,0.43,0.57,Partial
46951,5126,4195,0.5,Co-Educator,2025-12-24,0.5,0.0,Completed
46952,5588,4025,0.5,Educator,2025-12-24,0.0,0.5,Cancelled
46953,3907,4165,0.75,Invigilator,2025-12-24,0.44,0.31,Partial
46954,5699,4048,1.0,Educator,2025-12-24,1.0,0.0,Completed
46955,3702,4386,0.75,Educator,2025-12-24,0.0,0.75,Cancelled
46956,1038,4258,0.75,Co-Educator,2025-12-24,0.0,0.75,Pending
46957,1033,4005,0.5,Educator,2025-12-24,0.5,0.0,Completed
46958,3293,4192,0.75,Educator,2025-12-24,0.0,0.75,Cancelled
46959,4206,4358,0.25,Educator,2025-12-24,0.25,0.0,Completed
46960,3609,4058,0.5,Co-Educator,2025-12-24,0.0,0.5,Pending
46961,3726,4253,0.75,Educator,2025-12-24,0.52,0.23,Partial
46962,2243,4379,0.5,Educator,2025-12-24,0.5,0.0,Completed
46963,4715,4228,0.25,Educator,2025-12-24,0.13,0.12,Partial
46964,4498,4193,0.5,Co-Educator,2025-12-25,0.5,0.0,Completed
46965,2048,4318,1.0,Educator,2025-12-25,0.0,1.0,Pending
46966,5469,4422,1.0,Co-Educator,2025-12-25,1.0,0.0,Completed
46967,3359,4240,0.25,Co-Educator,2025-12-25,0.16,0.09,Partial
