coord_id,faculty_id,batch_id,session_date,session_allocated,role
18888,2343,4341,2025-07-30,0.25,Invigilator
18889,1421,4290,2026-01-31,1.0,Educator
18890,3686,4485,2026-04-24,0.25,Invigilator
18891,5940,4131,2025-06-01,0.25,Invigilator
18892,4365,4033,2026-04-18,1.0,Invigilator
18893,3455,4398,2025-05-08,1.0,Educator
18894,3880,4347,2025-09-09,0.75,Co-Educator
18895,3915,4106,2026-01-04,0.25,Educator
18896,5230,4130,2026-04-14,0.75,Co-Educator
18897,2344,4209,2025-07-24,0.25,Co-Educator
18898,3025,4123,2026-04-25,1.0,Invigilator
18899,3791,4118,2026-05-05,0.0,Invigilator
18900,2928,4166,2025-06-08,0.5,Educator
18901,1263,4208,2026-04-13,0.5,Invigilator
18902,5874,4071,2025-10-22,0.0,Educator
18903,3708,4181,2025-08-01,0.25,Co-Educator
18904,1087,4152,2025-06-13,0.5,Co-Educator
18905,5553,4046,2026-02-20,0.25,Invigilator
18906,3823,4309,2025-07-03,0.5,Invigilator
18907,1067,4161,2025-06-06,1.0,Co-Educator
18908,3862,4164,2026-03-21,0.25,Co-Educator
18909,5817,4279,2025-09-21,1.0,Educator
18910,5819,4489,2025-09-04,1.0,Co-Educator
18911,4265,4370,2026-01-13,0.5,Co-Educator
18912,2486,4116,2025-06-21,0.5,Educator
18913,3302,4355,2025-06-03,0.75,Co-Educator
18914,2889,4270,2025-12-13,0.25,Co-Educator
18915,5723,4152,2025-06-20,0.25,Invigilator
18916,3107,4450,2025-05-21,0.5,Educator
18917,3157,4189,2025-11-24,1.0,Co-Educator
18918,2531,4190,2026-01-02,0.0,Co-Educator
18919,4555,4271,2026-05-01,0.75,Invigilator
18920,3011,4406,2025-11-13,1.0,Invigilator
18921,5374,4250,2025-07-11,0.25,Co-Educator
18922,4716,4190,2025-10-03,0.25,Invigilator
18923,2144,4360,2025-10-22,1.0,Educator
18924,4424,4312,2025-10-30,0.25,Invigilator
18925,2235,4228,2025-06-17,0.25,Co-Educator
18926,4764,4262,2026-01-31,0.25,Invigilator
18927,1825,4249,2025-08-14,0.5,Educator
18928,3733,4252,2025-08-31,0.5,Invigilator
18929,3644,4424,2025-11-13,0.25,Co-Educator
18930,3643,4249,2026-02-24,1.0,Invigilator
18931,3205,4467,2025-08-15,1.0,Co-Educator
18932,3993,4165,2025-07-10,1.0,Co-Educator
18933,2445,4258,2025-06-21,1.0,Co-Educator
18934,2320,4029,2026-02-20,0.5,Educator
18935,1626,4396,2026-02-03,0.75,Co-Educator
18936,5355,4480,2025-10-22,0.25,Invigilator
18937,2953,4074,2025-05-15,1.0,Co-Educator
18938,4246,4465,2025-09-29,0.75,Co-Educator
18939,5150,4166,2025-12-13,1.0,Educator
18940,5749,4227,2025-11-18,1.0,Invigilator
18941,4583,4353,2025-05-27,0.75,Co-Educator
18942,3366,4019,2026-03-14,0.5,Educator
18943,1211,4328,2026-02-06,0.25,Invigilator
18944,4515,4159,2025-12-15,0.25,Co-Educator
18945,2929,4256,2025-08-01,0.5,Co-Educator
18946,3628,4421,2026-01-17,1.0,Invigilator
18947,1039,4230,2025-12-06,0.25,Co-Educator
18948,4434,4283,2025-12-17,0.25,Invigilator
18949,5752,4469,2026-02-07,0.75,Co-Educator
18950,5061,4418,2026-01-01,1.0,Co-Educator
18951,2869,4256,2026-04-27,0.75,Educator
18952,4859,4145,2025-08-24,0.0,Invigilator
18953,4423,4092,2025-07-19,0.25,Invigilator
18954,4605,4471,2026-02-12,0.75,Co-Educator
18955,3528,4436,2025-07-13,0.75,Co-Educator
18956,2940,4090,2025-09-10,0.75,Invigilator
18957,1196,4068,2025-07-13,0.5,Educator
18958,3371,4006,2025-11-12,0.75,Co-Educator
18959,5515,4062,2026-04-15,0.0,Co-Educator
18960,5693,4226,2026-03-11,0.5,Co-Educator
18961,3553,4034,2025-05-18,0.0,Co-Educator
18962,4084,4273,2025-11-17,1.0,Co-Educator
18963,1462,4136,2025-05-24,0.75,Co-Educator
18964,3590,4004,2025-08-30,0.5,Educator
18965,4036,4436,2026-03-25,0.0,Co-Educator
18966,4446,4152,2026-02-24,0.25,Educator
18967,5496,4255,2026-01-28,0.75,Co-Educator
18968,2628,4351,2025-09-05,0.5,Co-Educator
18969,2106,4143,2026-04-07,0.75,Invigilator
18970,2001,4333,2026-01-09,0.75,Educator
18971,2258,4168,2026-02-11,0.5,Invigilator
18972,2747,4328,2025-05-12,0.5,Educator
18973,4956,4392,2026-02-27,1.0,Invigilator
18974,2056,4466,2025-12-16,0.25,Co-Educator
18975,5957,4194,2025-10-26,0.25,Invigilator
18976,1134,4486,2025-11-30,0.5,Educator
18977,5180,4238,2025-06-29,0.5,Invigilator
18978,2265,4112,2025-06-28,0.25,Co-Educator
18979,5300,4157,2025-10-24,1.0,Invigilator
18980,1373,4011,2025-05-14,1.0,Educator
18981,1190,4042,2025-05-31,0.5,Co-Educator
18982,4294,4097,2026-04-09,0.0,Co-Educator
18983,2814,4012,2025-07-24,1.0,Co-Educator
18984,4387,4408,2025-12-03,0.25,Co-Educator
18985,5737,4101,2025-09-05,0.75,Educator
18986,4352,4443,2026-02-27,1.0,Invigilator
18987,5193,4166,2025-07-06,0.5,Educator
18988,5764,4241,2025-10-09,0.25,Co-Educator
18989,2306,4312,2025-09-25,0.5,Co-Educator
18990,4932,4182,2025-06-08,0.5,Invigilator
18991,5364,4062,2025-12-26,0.0,Co-Educator
18992,2420,4205,2026-04-17,0.25,Invigilator
18993,1817,4104,2026-04-17,0.75,Co-Educator
18994,3595,4157,2025-10-19,1.0,Invigilator
18995,3995,4266,2025-11-15,0.5,Invigilator
18996,5699,4400,2026-04-24,0.25,Co-Educator
18997,5692,4443,2026-04-04,0.5,Co-Educator
18998,4368,4017,2026-04-01,0.75,Invigilator
18999,3400,4303,2025-09-28,0.25,Invigilator
19000,4402,4463,2026-01-12,1.0,Co-Educator
19001,3222,4190,2025-12-01,0.5,Educator
19002,5184,4309,2025-12-10,1.0,Educator
19003,2531,4199,2025-07-01,0.5,Invigilator
19004,2778,4245,2026-01-15,0.5,Invigilator
19005,3237,4264,2025-07-30,0.75,Invigilator
19006,3866,4372,2026-03-12,0.25,Educator
19007,5673,4095,2025-08-15,0.75,Educator
19008,2533,4017,2025-08-04,0.25,Invigilator
19009,2014,4087,2026-05-05,0.25,Co-Educator
19010,3745,4094,2025-07-25,0.25,Invigilator
19011,4226,4394,2025-07-24,0.5,Co-Educator
19012,2556,4423,2026-01-19,0.5,Invigilator
19013,3925,4357,2026-01-04,0.25,Invigilator
19014,4330,4340,2025-09-17,0.25,Educator
19015,3634,4300,2025-05-11,0.75,Educator
19016,3951,4407,2025-12-07,0.25,Educator
19017,3174,4061,2026-04-27,1.0,Invigilator
19018,1971,4253,2025-08-06,1.0,Educator
19019,1720,4080,2025-09-19,1.0,Invigilator
19020,5387,4038,2025-09-08,0.25,Invigilator
19021,2021,4288,2025-10-02,0.25,Educator
19022,1977,4080,2026-04-06,0.75,Educator
19023,4102,4424,2025-12-13,0.25,Invigilator
19024,4135,4286,2025-05-28,1.0,Invigilator
19025,5967,4051,2026-02-28,1.0,Invigilator
19026,3151,4307,2025-10-18,0.5,Co-Educator
19027,1021,4003,2026-01-23,0.75,Invigilator
19028,5674,4059,2026-04-29,0.25,Co-Educator
19029,4662,4403,2025-10-04,0.25,Co-Educator
19030,1119,4192,2025-10-07,1.0,Educator
19031,5849,4228,2025-12-31,0.25,Educator
19032,1588,4367,2026-03-18,1.0,Co-Educator
19033,3931,4164,2026-03-28,1.0,Educator
19034,1623,4252,2025-12-16,0.5,Invigilator
19035,4494,4047,2026-02-21,0.25,Invigilator
19036,2084,4220,2026-01-10,0.75,Invigilator
19037,2297,4425,2025-11-03,0.75,Invigilator
19038,4078,4118,2026-05-02,0.75,Invigilator
19039,1134,4275,2025-12-28,0.5,Co-Educator
19040,2203,4477,2026-01-04,0.75,Co-Educator
19041,1204,4394,2026-01-09,0.5,Educator
19042,4024,4031,2026-01-01,0.5,Invigilator
19043,5325,4043,2026-03-05,0.5,Co-Educator
19044,1415,4342,2025-11-17,0.75,Invigilator
19045,5448,4070,2025-09-07,0.75,Educator
19046,5766,4380,2025-08-26,0.75,Co-Educator
19047,3948,4309,2025-10-27,0.75,Educator
19048,3122,4015,2025-12-17,0.25,Co-Educator
19049,5170,4107,2025-09-12,1.0,Co-Educator
19050,1531,4128,2026-01-08,0.5,Invigilator
19051,3043,4375,2025-11-10,0.5,Educator
19052,4124,4466,2025-10-02,0.5,Co-Educator
19053,4479,4047,2025-05-17,0.25,Educator
19054,4850,4394,2026-02-14,0.75,Co-Educator
19055,4097,4218,2025-09-06,1.0,Educator
19056,3063,4481,2026-03-06,1.0,Invigilator
19057,2083,4261,2025-09-11,0.75,Educator
19058,5638,4429,2026-01-22,1.0,Co-Educator
19059,1792,4231,2026-01-21,1.0,Invigilator
19060,3791,4323,2025-11-01,0.5,Co-Educator
19061,4762,4084,2025-10-16,0.25,Educator
19062,1267,4139,2026-01-06,0.25,Co-Educator
19063,3677,4031,2025-05-27,0.5,Co-Educator
19064,4411,4301,2025-08-21,0.75,Invigilator
19065,2297,4406,2025-11-13,1.0,Educator
19066,1352,4263,2026-01-05,0.75,Co-Educator
19067,1328,4142,2025-06-02,0.75,Educator
19068,3623,4453,2026-02-14,0.75,Co-Educator
19069,4922,4141,2025-07-04,0.25,Educator
19070,5822,4318,2025-08-09,1.0,Co-Educator
19071,3593,4397,2025-12-11,1.0,Invigilator
19072,2129,4090,2025-07-11,1.0,Educator
19073,3487,4258,2026-01-05,0.75,Invigilator
19074,3808,4305,2026-02-06,0.25,Co-Educator
19075,4881,4121,2026-02-27,0.75,Educator
19076,2123,4224,2026-03-30,0.75,Educator
19077,5953,4259,2026-02-09,1.0,Co-Educator
19078,4947,4172,2026-04-25,0.5,Invigilator
19079,2484,4230,2025-05-11,0.5,Educator
19080,4889,4295,2026-03-10,1.0,Co-Educator
19081,4729,4486,2026-03-08,0.75,Educator
19082,1862,4443,2025-05-19,0.5,Invigilator
19083,4131,4241,2025-10-30,0.5,Co-Educator
19084,4219,4419,2026-04-28,0.75,Invigilator
19085,3283,4287,2026-01-09,0.75,Educator
19086,3413,4203,2025-05-25,0.75,Educator
19087,5667,4439,2025-12-10,0.75,Invigilator
19088,5508,4031,2025-12-09,1.0,Co-Educator
19089,2330,4195,2025-07-01,0.5,Educator
19090,1681,4496,2026-03-04,0.75,Co-Educator
19091,5831,4277,2026-03-16,0.5,Co-Educator
19092,1511,4250,2026-01-18,0.25,Invigilator
19093,4457,4360,2025-05-18,0.25,Invigilator
19094,4211,4228,2025-06-27,0.5,Invigilator
19095,4289,4368,2025-08-07,0.75,Educator
19096,4050,4318,2025-09-05,0.5,Co-Educator
19097,2216,4010,2026-02-18,0.75,Educator
19098,1558,4283,2026-04-22,0.75,Invigilator
19099,2093,4349,2026-03-01,0.25,Invigilator
19100,1877,4061,2025-08-11,1.0,Invigilator
19101,3921,4078,2026-02-23,0.25,Co-Educator
19102,1551,4424,2026-03-15,1.0,Co-Educator
19103,1471,4014,2025-12-14,0.75,Invigilator
19104,5587,4020,2025-06-02,0.25,Co-Educator
19105,1588,4483,2026-03-20,0.75,Co-Educator
19106,2977,4500,2025-05-11,1.0,Co-Educator
19107,4580,4223,2026-03-19,0.25,Educator
19108,1285,4006,2025-09-14,0.0,Educator
19109,2065,4148,2025-07-01,1.0,Educator
19110,1243,4403,2026-03-16,0.75,Invigilator
19111,5342,4427,2025-08-31,1.0,Co-Educator
19112,5229,4153,2025-12-25,0.75,Educator
19113,2235,4258,2026-03-22,1.0,Educator
19114,2316,4389,2025-09-02,0.5,Invigilator
19115,4890,4182,2026-01-19,0.0,Educator
19116,4395,4494,2025-07-02,1.0,Invigilator
19117,5392,4169,2025-12-02,1.0,Invigilator
19118,5879,4047,2026-02-23,0.5,Educator
19119,5961,4289,2026-02-23,0.5,Invigilator
19120,1673,4078,2025-08-13,0.75,Invigilator
19121,3013,4428,2025-11-07,1.0,Educator
19122,3626,4406,2026-04-24,1.0,Educator
19123,4880,4177,2026-04-25,0.75,Educator
19124,1123,4493,2025-09-18,0.25,Invigilator
19125,3069,4304,2026-01-05,0.5,Educator
19126,1408,4275,2025-09-13,0.25,Educator
19127,3902,4351,2025-11-13,1.0,Invigilator
19128,5762,4413,2025-05-19,0.25,Co-Educator
19129,1351,4384,2025-06-24,0.5,Educator
19130,1061,4213,2026-01-11,0.75,Invigilator
19131,5972,4264,2025-09-22,0.25,Co-Educator
19132,5611,4266,2026-02-28,0.75,Co-Educator
19133,1877,4215,2025-05-29,0.25,Invigilator
19134,4320,4135,2026-01-11,0.75,Invigilator
19135,1329,4120,2026-02-08,0.0,Co-Educator
19136,1608,4001,2025-08-10,0.25,Co-Educator
19137,5335,4348,2025-11-18,0.75,Co-Educator
19138,5555,4161,2025-12-15,0.5,Co-Educator
19139,4621,4402,2025-09-14,0.5,Co-Educator
19140,3013,4069,2026-03-20,0.25,Co-Educator
19141,3984,4434,2025-07-30,0.0,Educator
19142,1033,4448,2025-07-26,0.5,Co-Educator
19143,3912,4303,2025-06-08,0.25,Invigilator
19144,5035,4127,2025-08-27,0.75,Educator
19145,4064,4166,2026-02-15,0.75,Educator
19146,1317,4492,2025-07-29,0.5,Co-Educator
19147,4606,4355,2025-08-11,0.75,Educator
19148,4690,4432,2025-11-08,0.25,Invigilator
19149,5132,4001,2025-12-16,0.75,Invigilator
19150,1661,4452,2026-03-28,1.0,Educator
19151,4431,4233,2026-02-22,0.0,Invigilator
19152,4730,4340,2025-10-30,0.5,Co-Educator
19153,2849,4111,2025-09-08,0.5,Invigilator
19154,2639,4123,2025-07-12,0.75,Co-Educator
19155,2563,4392,2026-03-14,0.75,Invigilator
19156,1906,4124,2026-03-27,1.0,Educator
19157,3058,4379,2026-01-04,0.25,Educator
19158,3175,4088,2026-02-15,0.5,Invigilator
19159,3785,4028,2025-06-20,1.0,Co-Educator
19160,4917,4427,2025-08-18,0.75,Educator
19161,3893,4361,2025-05-24,0.25,Educator
19162,4653,4164,2025-05-08,0.5,Invigilator
19163,3127,4050,2025-06-06,0.0,Educator
19164,4660,4056,2025-09-21,0.25,Co-Educator
19165,2354,4077,2026-04-07,0.25,Invigilator
19166,1274,4022,2026-01-03,1.0,Invigilator
19167,4993,4074,2026-05-05,1.0,Educator
19168,1331,4487,2025-06-13,1.0,Co-Educator
19169,3864,4084,2026-03-11,0.0,Co-Educator
19170,2387,4011,2025-05-14,0.75,Co-Educator
19171,2221,4109,2025-12-26,1.0,Educator
19172,4892,4320,2025-11-22,1.0,Invigilator
19173,3527,4006,2025-09-28,0.75,Invigilator
19174,2034,4320,2026-02-23,0.25,Invigilator
19175,5926,4036,2025-12-24,0.5,Invigilator
19176,3077,4210,2026-02-09,1.0,Co-Educator
19177,4806,4249,2025-07-02,0.25,Educator
19178,4614,4346,2026-01-13,0.75,Educator
19179,4032,4036,2025-09-28,0.25,Invigilator
19180,4581,4323,2026-01-27,0.75,Invigilator
19181,5720,4363,2026-05-05,0.25,Invigilator
19182,4109,4424,2025-11-29,0.75,Co-Educator
19183,2672,4217,2025-10-02,0.75,Invigilator
19184,5836,4444,2026-01-04,0.25,Educator
19185,1522,4351,2025-11-12,0.5,Co-Educator
19186,2903,4362,2026-04-13,0.0,Invigilator
19187,1428,4077,2025-05-21,0.5,Invigilator
19188,5992,4398,2025-08-30,0.5,Co-Educator
19189,5638,4078,2025-09-07,1.0,Invigilator
19190,5566,4354,2026-02-17,0.25,Invigilator
19191,5822,4407,2026-05-03,0.5,Educator
19192,4986,4116,2025-08-07,0.75,Educator
19193,2094,4055,2026-01-04,1.0,Co-Educator
19194,5738,4411,2025-12-23,0.5,Co-Educator
19195,2679,4364,2026-01-29,0.0,Co-Educator
19196,3239,4023,2025-11-18,0.25,Educator
19197,5087,4428,2026-01-31,0.5,Co-Educator
19198,3820,4037,2025-07-21,0.75,Invigilator
19199,3451,4464,2026-02-06,0.75,Educator
19200,5096,4415,2025-11-08,0.25,Invigilator
19201,4133,4311,2025-08-31,0.25,Invigilator
19202,4818,4496,2026-01-22,0.5,Educator
19203,4272,4215,2025-10-05,0.25,Co-Educator
19204,3243,4210,2025-09-25,1.0,Invigilator
19205,1911,4281,2025-08-27,0.5,Invigilator
19206,4958,4341,2026-02-18,0.75,Co-Educator
19207,4482,4055,2025-11-09,0.5,Co-Educator
19208,3961,4223,2025-09-09,0.75,Co-Educator
19209,3926,4054,2025-08-21,0.75,Invigilator
19210,4297,4248,2025-07-15,0.75,Educator
19211,5786,4310,2026-02-28,0.25,Invigilator
19212,4142,4424,2025-05-23,0.25,Invigilator
19213,4388,4036,2025-10-18,0.25,Co-Educator
19214,4776,4263,2025-06-17,0.25,Co-Educator
19215,1809,4349,2025-07-07,1.0,Invigilator
19216,1098,4122,2026-04-09,0.5,Invigilator
19217,3393,4228,2025-12-06,0.25,Co-Educator
19218,1518,4471,2025-11-18,0.5,Educator
19219,4375,4073,2026-04-28,1.0,Invigilator
19220,2491,4174,2026-01-19,0.25,Educator
19221,3041,4119,2026-03-03,0.5,Invigilator
19222,5086,4209,2025-11-13,0.25,Educator
19223,5812,4416,2025-10-06,0.75,Educator
19224,1500,4339,2026-02-17,0.0,Co-Educator
19225,1880,4115,2026-01-08,1.0,Invigilator
19226,3163,4113,2026-02-26,0.25,Co-Educator
19227,2950,4009,2025-07-14,1.0,Co-Educator
19228,4110,4137,2025-07-26,0.25,Co-Educator
19229,2189,4018,2026-02-21,0.75,Invigilator
19230,1774,4124,2025-07-19,0.5,Educator
19231,1281,4286,2025-07-26,0.75,Co-Educator
19232,2485,4163,2026-04-07,0.25,Co-Educator
19233,5262,4231,2025-06-18,1.0,Invigilator
19234,5715,4487,2025-11-08,1.0,Co-Educator
19235,4185,4460,2025-12-14,0.75,Co-Educator
19236,2868,4428,2025-07-01,0.5,Educator
19237,5993,4367,2026-03-05,0.0,Educator
19238,3829,4432,2025-06-13,0.75,Invigilator
19239,4992,4331,2025-05-10,1.0,Co-Educator
19240,2952,4129,2026-02-28,0.5,Educator
19241,1374,4304,2025-10-15,0.5,Invigilator
19242,1291,4403,2025-12-05,0.0,Invigilator
19243,1221,4376,2025-10-04,0.25,Educator
19244,2642,4132,2025-08-01,0.5,Educator
19245,5093,4143,2026-03-28,0.75,Educator
19246,3408,4081,2025-07-10,0.25,Educator
19247,5617,4481,2025-05-17,0.75,Invigilator
19248,2967,4009,2025-09-24,0.25,Educator
19249,2612,4398,2025-05-27,0.25,Co-Educator
19250,1972,4423,2025-09-24,0.75,Educator
19251,4515,4278,2025-09-22,0.5,Invigilator
19252,3990,4011,2025-09-11,1.0,Co-Educator
19253,1364,4071,2025-08-12,0.5,Co-Educator
19254,2336,4148,2025-11-10,0.25,Invigilator
19255,3498,4042,2026-04-09,0.5,Invigilator
19256,5807,4211,2025-11-28,1.0,Invigilator
19257,3713,4068,2025-09-08,0.25,Educator
19258,4127,4015,2025-08-09,0.25,Co-Educator
19259,1434,4356,2026-02-09,1.0,Invigilator
19260,3774,4013,2025-05-08,1.0,Co-Educator
19261,2893,4316,2026-01-18,0.75,Educator
19262,3114,4492,2025-06-21,0.75,Educator
19263,4218,4028,2025-12-29,0.75,Educator
19264,2219,4021,2026-01-12,0.0,Co-Educator
19265,4791,4498,2025-06-07,1.0,Co-Educator
19266,5788,4101,2025-05-20,1.0,Co-Educator
19267,2550,4221,2025-07-06,0.75,Educator
19268,3961,4038,2025-10-12,0.5,Invigilator
19269,3560,4013,2025-09-16,0.25,Co-Educator
19270,2606,4423,2026-03-30,0.5,Invigilator
19271,4238,4158,2026-01-04,0.25,Invigilator
19272,3080,4396,2026-01-08,0.75,Co-Educator
19273,2603,4339,2026-01-10,0.75,Invigilator
19274,2455,4123,2026-02-20,0.25,Invigilator
19275,3780,4165,2025-06-19,1.0,Invigilator
19276,5231,4430,2025-08-02,0.75,Educator
19277,2607,4444,2025-09-30,0.25,Invigilator
19278,1585,4310,2025-06-25,0.75,Educator
19279,1856,4267,2025-07-03,1.0,Invigilator
19280,1329,4320,2025-09-08,0.75,Educator
19281,3394,4003,2026-03-05,0.25,Educator
19282,2018,4170,2025-11-06,1.0,Invigilator
19283,1859,4125,2026-04-05,0.25,Educator
19284,1661,4320,2025-09-22,1.0,Invigilator
19285,3983,4064,2025-07-05,0.25,Invigilator
19286,5624,4256,2025-10-19,1.0,Co-Educator
19287,2367,4477,2025-07-02,0.25,Co-Educator
19288,3531,4383,2025-09-09,0.0,Educator
19289,1858,4498,2026-01-18,0.25,Educator
19290,4288,4352,2026-02-15,1.0,Invigilator
19291,6000,4480,2025-12-07,0.75,Invigilator
19292,1592,4252,2025-12-18,1.0,Co-Educator
19293,3367,4064,2025-12-21,0.75,Co-Educator
19294,4895,4130,2025-11-11,0.5,Educator
19295,4595,4043,2026-01-10,0.25,Invigilator
19296,5775,4490,2025-05-15,0.0,Educator
19297,2974,4024,2026-04-25,0.5,Invigilator
19298,1912,4123,2025-09-27,1.0,Invigilator
19299,3924,4275,2026-01-22,1.0,Educator
19300,1497,4269,2025-11-20,0.0,Co-Educator
19301,5387,4463,2025-08-31,0.75,Co-Educator
19302,3022,4219,2026-03-01,0.75,Co-Educator
19303,2837,4129,2025-07-09,1.0,Co-Educator
19304,2117,4388,2026-01-21,0.25,Educator
19305,5382,4202,2025-08-19,0.75,Invigilator
19306,5381,4281,2026-03-13,0.25,Co-Educator
19307,4424,4178,2026-04-14,0.25,Co-Educator
19308,4202,4067,2026-03-20,1.0,Educator
19309,3879,4257,2026-03-26,0.75,Co-Educator
19310,5034,4325,2026-02-07,0.0,Invigilator
19311,3515,4288,2025-09-04,0.25,Invigilator
19312,4775,4248,2026-03-15,0.25,Co-Educator
19313,3638,4330,2025-12-22,0.75,Co-Educator
19314,1262,4178,2025-07-30,1.0,Educator
19315,1221,4169,2026-03-14,0.25,Educator
19316,5439,4138,2026-04-20,0.5,Educator
19317,5798,4288,2025-06-24,0.75,Invigilator
19318,1449,4337,2025-12-18,0.75,Educator
19319,1512,4376,2026-04-27,0.25,Educator
19320,3327,4294,2025-06-19,0.75,Co-Educator
19321,5486,4122,2025-12-15,0.5,Educator
19322,3590,4029,2025-10-16,0.25,Invigilator
19323,3841,4371,2025-11-20,0.5,Educator
19324,5156,4089,2025-05-18,0.25,Invigilator
19325,2371,4427,2025-11-25,0.25,Invigilator
19326,2429,4446,2025-07-14,0.25,Co-Educator
19327,5340,4383,2025-07-21,1.0,Educator
19328,1348,4323,2025-11-23,0.75,Educator
19329,5907,4267,2025-11-20,1.0,Co-Educator
19330,5017,4031,2026-02-26,0.75,Educator
19331,1827,4310,2026-01-02,1.0,Educator
19332,5085,4069,2025-05-21,1.0,Co-Educator
19333,3156,4412,2025-07-03,0.25,Educator
19334,1968,4429,2025-12-12,0.5,Invigilator
19335,2096,4459,2025-12-20,0.25,Co-Educator
19336,1675,4489,2025-11-18,1.0,Educator
19337,2529,4464,2026-01-27,0.25,Co-Educator
19338,2929,4183,2026-02-07,1.0,Co-Educator
19339,4391,4081,2025-09-07,1.0,Co-Educator
19340,2049,4393,2025-09-04,0.75,Co-Educator
19341,5148,4446,2025-10-31,0.5,Co-Educator
19342,2557,4499,2026-03-22,1.0,Co-Educator
19343,3791,4342,2025-06-20,1.0,Co-Educator
19344,4543,4244,2025-05-20,0.0,Educator
19345,3482,4120,2025-08-10,0.75,Educator
19346,5714,4175,2026-02-17,0.5,Invigilator
19347,3478,4414,2025-08-15,0.75,Co-Educator
19348,3453,4057,2025-07-11,1.0,Co-Educator
19349,1716,4214,2025-10-30,1.0,Invigilator
19350,5799,4191,2025-06-28,0.5,Co-Educator
19351,1202,4040,2025-06-19,0.75,Co-Educator
19352,1753,4049,2026-02-18,1.0,Educator
19353,2820,4342,2025-11-25,1.0,Educator
19354,5730,4427,2026-03-22,0.25,Co-Educator
19355,1146,4087,2025-06-28,0.75,Educator
19356,4939,4116,2025-12-30,1.0,Co-Educator
19357,1778,4473,2025-06-14,0.25,Invigilator
19358,1843,4037,2026-05-08,1.0,Invigilator
19359,4158,4418,2025-09-26,1.0,Invigilator
19360,2284,4106,2025-09-16,1.0,Invigilator
19361,3536,4050,2026-05-07,0.5,Co-Educator
19362,3866,4284,2026-01-30,0.25,Invigilator
19363,3066,4275,2026-04-06,1.0,Invigilator
19364,5226,4244,2025-11-29,0.5,Co-Educator
19365,5322,4231,2026-01-27,0.75,Co-Educator
19366,4884,4222,2025-06-15,0.25,Co-Educator
19367,1908,4413,2025-09-13,0.75,Co-Educator
19368,5952,4161,2026-04-05,0.5,Co-Educator
19369,1665,4137,2026-01-17,0.75,Educator
19370,4066,4152,2025-06-15,0.0,Co-Educator
19371,3863,4330,2025-12-09,1.0,Educator
19372,1695,4270,2025-12-04,0.75,Invigilator
19373,1751,4473,2025-07-24,1.0,Co-Educator
19374,2582,4118,2025-11-07,0.75,Co-Educator
19375,2196,4242,2025-11-22,1.0,Co-Educator
19376,1910,4051,2025-08-18,0.25,Educator
19377,5076,4166,2025-07-06,0.75,Co-Educator
19378,3318,4103,2026-04-30,0.5,Co-Educator
19379,2824,4478,2025-05-22,1.0,Co-Educator
19380,2614,4009,2025-06-09,0.5,Educator
19381,3046,4336,2025-10-13,0.5,Invigilator
19382,4147,4249,2025-10-08,0.75,Co-Educator
19383,2391,4402,2025-06-09,0.5,Invigilator
19384,5247,4121,2025-12-28,0.5,Invigilator
19385,5161,4039,2025-12-24,0.25,Educator
19386,3043,4399,2025-11-04,0.5,Co-Educator
19387,3710,4410,2025-06-05,1.0,Co-Educator
19388,2699,4222,2025-10-15,0.75,Educator
19389,1337,4127,2025-07-02,0.25,Invigilator
19390,4746,4151,2025-10-03,0.75,Co-Educator
19391,3380,4248,2025-05-30,0.25,Educator
19392,5913,4067,2025-09-18,0.5,Co-Educator
19393,3677,4108,2025-10-27,0.5,Educator
19394,5031,4247,2026-02-10,0.5,Co-Educator
19395,4203,4353,2025-05-15,1.0,Co-Educator
19396,3168,4278,2025-08-30,0.25,Invigilator
19397,5308,4301,2025-11-27,0.75,Co-Educator
19398,4252,4222,2025-08-25,0.25,Co-Educator
19399,2664,4010,2026-04-18,0.5,Co-Educator
19400,1686,4075,2025-10-20,1.0,Educator
19401,5318,4278,2025-09-27,0.75,Co-Educator
19402,1022,4348,2026-04-09,0.75,Invigilator
19403,1529,4215,2025-08-13,1.0,Co-Educator
19404,5921,4056,2025-06-29,1.0,Co-Educator
19405,2718,4482,2026-01-18,0.25,Co-Educator
19406,1365,4416,2025-08-04,0.25,Co-Educator
19407,3787,4448,2026-03-18,0.75,Co-Educator
19408,4912,4231,2025-06-16,0.5,Co-Educator
19409,4700,4378,2025-09-29,0.0,Co-Educator
19410,1821,4282,2025-12-20,1.0,Educator
19411,4633,4377,2025-08-27,0.25,Co-Educator
19412,4795,4395,2025-06-28,0.5,Co-Educator
19413,5305,4335,2025-06-30,0.75,Educator
19414,1614,4497,2026-02-08,0.0,Invigilator
19415,4227,4031,2025-09-05,0.25,Co-Educator
19416,4007,4225,2026-04-27,1.0,Educator
19417,2399,4086,2025-12-14,0.25,Invigilator
19418,3815,4062,2025-11-18,0.0,Invigilator
19419,1181,4139,2025-07-19,0.25,Co-Educator
19420,3961,4392,2026-02-14,0.25,Co-Educator
19421,4538,4329,2025-10-18,0.75,Invigilator
19422,3002,4214,2025-09-05,0.5,Invigilator
19423,4504,4052,2026-01-21,0.0,Educator
19424,2477,4211,2025-05-12,0.75,Co-Educator
19425,4275,4240,2025-11-16,0.25,Co-Educator
19426,5551,4231,2025-07-16,0.0,Co-Educator
19427,3953,4047,2025-09-28,0.75,Educator
19428,4545,4481,2026-03-15,0.25,Co-Educator
